project_id,project_name,brand_family,official_project_url,inquiry_form_url,official_contact_page_url,region,city_area,micro_location,map_link,project_type,project_status,current_sales_status,developer_inventory_status,unit_types_offered_json,bedrooms_range_min,bedrooms_range_max,bua_range_min_sqm,bua_range_max_sqm,starting_price_value,starting_price_currency,price_range_min,price_range_max,price_status,pricing_date,pricing_disclaimer,payment_plan_headline,downpayment_percent_min,downpayment_percent_max,installment_years_min,installment_years_max,delivery_window,delivery_year_min,delivery_year_max,finishing_levels_offered_json,key_amenities_json,golf_flag,beach_access_flag,lagoons_flag,clubhouse_flag,pools_flag,gym_flag,brochure_urls_json,gallery_urls_json,source_links_json,screenshot_paths_json,last_verified_date,confidence_score,disclaimers_json,zones_json,unit_templates_json,listings_json
river_walk,River Walk,Residential,https://wadidegladevelopments.com/projects/river-walk/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,East Cairo,New Cairo,Sales Team will assist you,Sales Team will assist you,residential,delivered,not_selling,sold_out,"[""Villas"", ""Attached Villas""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,Sales Team will assist you,,,[],"[""Swimming Pools"", ""Green Areas"", ""Secured Parking"", ""Commercial Area"", ""360-degree view"", ""River Walk Mall""]",false,false,false,false,true,false,[],[],"[""https://wadidegladevelopments.com/projects/river-walk/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/river_walk_1771728741501.png"", ""raw/screens/index/projects_index.png""]",2026-02-25,0.50,"[""Sold Out per official projects index."", ""Since 2012; 115,000 sqm; 98 families."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
marina_wadi_degla,Marina Wadi Degla,Second_Home,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain Sokhna,Suez Road,Sales Team will assist you,Sales Team will assist you,resort,delivered,not_selling,sold_out,"[""Villas"", ""Attached Villas"", ""Chalets""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,Sales Team will assist you,,,[],"[""Swimming Pools"", ""Green Areas"", ""Restaurants"", ""Entertainment Area"", ""Gym"", ""Bakery"", ""Hotel"", ""360-degree view"", ""Private beaches""]",false,true,false,false,true,true,[],[],"[""https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/marina_wadi_degla_project_1771728818699.png"", ""raw/screens/index/projects_index.png""]",2026-02-25,0.50,"[""Sold Out per official projects index."", ""Since 2007."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
living_community,Living Community,Second_Home,https://wadidegladevelopments.com/projects/murano/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain Sokhna,El Sokhna,Zaafarana Road,Sales Team will assist you,resort,Sales Team will assist you,selling,Sales Team will assist you,"[""Attached Villas"", ""Chalets"", ""Duplexes"", ""Villas"", ""loft"", ""penthouse""]",2,4,50,260,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,Sales Team will assist you,,,[],"[""750-metre beachfront"", ""Private beaches"", ""Six pools"", ""Green Areas"", ""Entertainment Area"", ""Restaurants"", ""Supermarket"", ""Hot Spring"", ""Beach"", ""Swimming Pools"", ""Outdoor Pool"", ""Beach Walk"", ""Sitting Area"", ""Commercial Area""]",false,true,false,false,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/murano/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/murano_top_1771729128709.png"", ""raw/screens/murano_bottom_1771729130491.png""]",2026-02-25,0.95,"[""Pricing not published; on request only."", ""Phase of Murano El Sokhna resort."", ""Brochure is image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
waterside,Waterside,Second_Home,https://wadidegladevelopments.com/projects/water-side/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain Sokhna,Ain Sokhna,Murano,Sales Team will assist you,resort,Sales Team will assist you,selling,Sales Team will assist you,"[""Chalets"", ""Duplexes"", ""Villas"", ""loft"", ""penthouse""]",2,4,50,260,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,Sales Team will assist you,,,[],"[""Swimming Pools"", ""Green Areas"", ""Entertainment Area"", ""Restaurants"", ""Supermarket"", ""Beach Walk"", ""Outdoor Gym"", ""Beach Volleyball"", ""Events Area"", ""Wooden Deck"", ""Pool Bars"", ""Commercial Area""]",false,true,false,false,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/water-side/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/waterside_top_1771728890379.png"", ""raw/screens/waterside_bottom_1771728963344.png""]",2026-02-25,0.95,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (9.6MB) image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
floating_islands,Floating Islands,Second_Home,https://wadidegladevelopments.com/projects/floating-islands/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain Sokhna,Ain Sokhna,Murano,Sales Team will assist you,resort,Sales Team will assist you,selling,Sales Team will assist you,"[""Duplexes"", ""Chalets"", ""Villas""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,Sales Team will assist you,,,[],"[""Entertainment Area"", ""Green Areas"", ""Swimming Pools"", ""Restaurants"", ""Supermarket""]",false,true,false,false,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2024/07/Floating-Islands-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/floating-islands/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/floating_islands_top_1771729005634.png"", ""raw/screens/floating_islands_bottom_1771729006586.png""]",2026-02-25,0.65,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (2.5MB) image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
ojo,Ojo,Second_Home,https://wadidegladevelopments.com/projects/ojo-2/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain Sokhna,Ain Sokhna,Murano,Sales Team will assist you,resort,Sales Team will assist you,selling,Sales Team will assist you,"[""Standalone Villas"", ""Town Houses"", ""Chalets""]",1,3,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,Sales Team will assist you,,,[],"[""Serene lagoons and edge pools"", ""Beach access"", ""Commercial promenade"", ""Casa Club"", ""The Green Park (6-feddan landscaped sanctuary)"", ""Swimmable Lagoons"", ""Crystal River"", ""Parkland"", ""Commercial Promenade"", ""Caf\u00e9s"", ""Boutique Shops"", ""Dining"", ""24/7 Security"", ""Beach""]",false,true,true,true,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2025/12/Ojo-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/ojo-2/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/ojo_top_1771729061413.png"", ""raw/screens/ojo_bottom_1771729062550.png""]",2026-02-25,0.65,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (73MB) image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
neo_lakes,Neo Lakes,Residential,https://wadidegladevelopments.com/projects/neo-lakes/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,East Cairo,Mostakbal City,Heart of Mostakbal City,Sales Team will assist you,residential,Sales Team will assist you,selling,Sales Team will assist you,"[""Apartments"", ""Duplexes""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,Sales Team will assist you,,,[],"[""International School"", ""Parking"", ""Nursery"", ""Green Areas"", ""Clinics"", ""Commercial and entertainment hub"", ""24/7 security""]",false,false,true,false,false,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/10/Neo-Lakes.pdf""]",[],"[""https://wadidegladevelopments.com/projects/neo-lakes/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/neo_lakes_top_1771729210282.png"", ""raw/screens/neo_lakes_bottom_1771729216623.png""]",2026-02-25,0.65,"[""Pricing not published; on request only."", ""Phase of Neo (Neopolis) Mostakbal City; brochure image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
neo_gardens,Neo Gardens,Residential,https://wadidegladevelopments.com/projects/neo-gardens/,https://wadidegladevelopments.com/projects/neo-gardens/#wpcf7-f5124-o1,https://wadidegladevelopments.com/contact-us/,East Cairo,Mostakbal City,Heart of Mostakbal City,Sales Team will assist you,residential,Sales Team will assist you,selling,Sales Team will assist you,"[""Apartments""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,Sales Team will assist you,,,[],"[""Commercial Area"", ""Green Areas"", ""Mosque"", ""Nursery"", ""Medical Services"", ""24/7 security"", ""Parking"", ""24/7 Security"", ""Green Area"", ""Medical""]",false,false,false,false,false,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Wadi-Degla-Development-Neopolis-Neo-Gardens.pdf""]",[],"[""https://wadidegladevelopments.com/projects/neo-gardens/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/neo_gardens_top_1771729801748.png"", ""raw/screens/neo_gardens_bottom_1771729985232.png""]",2026-02-25,0.65,"[""Pricing not published; on request only."", ""Phase of Neo (Neopolis) Mostakbal City; brochure image-based."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
breeze,Breeze,Residential,https://wadidegladevelopments.com/projects/breeze/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,Sales Team will assist you,residential,Sales Team will assist you,selling,Sales Team will assist you,"[""Apartments"", ""Duplexes"", ""retail""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,Sales Team will assist you,,,[],"[""Swimming Pools"", ""Nurseries & Kids Gardens"", ""Retail"", ""Admin"", ""Sports Courts"", ""Outdoor Fitness Area"", ""Club House"", ""Mosque"", ""Food Court"", ""Banks"", ""Gym"", ""Padel Tennis""]",false,false,false,true,true,true,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/10/CT-Breeze-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/breeze/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/breeze_page.png"", ""raw/screens/index/breeze_card.png""]",2026-02-25,0.75,"[""Pricing not published; on request only."", ""Phase of ClubTown New Degla."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
horizon,Horizon,Residential,https://wadidegladevelopments.com/projects/horizon/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,Sales Team will assist you,residential,Sales Team will assist you,selling,Sales Team will assist you,"[""Apartments"", ""Duplexes"", ""retail""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,Sales Team will assist you,,,[],"[""Swimming Pools"", ""Nurseries & Kids Gardens"", ""Retail"", ""Admin"", ""Sports Courts"", ""Outdoor Fitness Area"", ""Club House"", ""Mosque"", ""Food Court"", ""Banks"", ""Gym"", ""Padel Tennis"", ""Waterfall""]",false,false,false,true,true,true,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/10/CT-Horizon-Brochure-Wadi-Degla-Developments_.pdf""]",[],"[""https://wadidegladevelopments.com/projects/horizon/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/horizon_page.png"", ""raw/screens/index/horizon_card.png""]",2026-02-25,0.75,"[""Pricing not published; on request only."", ""Phase of ClubTown New Degla."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
edge,Edge,Residential,https://wadidegladevelopments.com/projects/edge/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,Sales Team will assist you,residential,Sales Team will assist you,selling,Sales Team will assist you,"[""Apartments"", ""Duplexes""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,19,19,Sales Team will assist you,,,[],"[""Swimming Pools"", ""Gym"", ""Mosque"", ""Nurseries & Kids Gardens"", ""Retail"", ""Admin"", ""Sports Courts"", ""Outdoor Fitness Area"", ""Club House"", ""Food Court"", ""Banks"", ""Padel Tennis"", ""Waterfall""]",false,false,false,true,true,true,"[""https://wadidegladevelopments.com/wp-content/uploads/2024/07/Edge-Brochure-2.pdf""]",[],"[""https://wadidegladevelopments.com/projects/edge/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/edge_page.png"", ""raw/screens/index/edge_card.png""]",2026-02-25,0.75,"[""Pricing not published; on request only."", ""Phase of ClubTown New Degla."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
vyon,VYON,Residential,https://wadidegladevelopments.com/projects/vyon/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,Sales Team will assist you,residential,Sales Team will assist you,selling,Sales Team will assist you,"[""Lofts"", ""Penthouses"", ""Apartments"", ""Duplexes""]",,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,Sales Team will assist you,,,[],"[""Outdoor Dining & BBQ Area"", ""Rooftop Cinema"", ""Rooftop Social Lounges"", ""Co-Working & Meeting Pods"", ""Roof plaza"", ""Infinity-Edge Sky Pool"", ""Children's Play Zone"", ""Outdoor Fitness Area"", ""Outdoor Mini Gym"", ""Playing Yard"", ""Pets' Friendly Zone"", ""Water Feature & Landscape"", ""Yoga Decks"", ""Outdoor Fitness Zone"", ""Rooftop Mini Gym"", ""Plunge Pools"", ""Play Yard"", ""Rooftop Gardens"", ""Verdant Terraces"", ""24/7 Security"", ""CCTV"", ""Waste Management"", ""Underground Parking""]",false,false,false,false,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2025/07/VYON-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/vyon/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/vyon_top.png"", ""raw/screens/vyon_bottom.png""]",2026-02-25,0.65,"[""Pricing not published; on request only."", ""Part of New Degla development cluster."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
neopolis,Neopolis,Residential,https://wadidegladevelopments.com/projects/neo-gardens/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,East Cairo,Mostakbal City,Sales Team will assist you,Sales Team will assist you,residential,Sales Team will assist you,,Sales Team will assist you,[],,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments.,,,,,,Sales Team will assist you,,,[],"[""24/7 Security"", ""Parking"", ""Green Area"", ""Medical"", ""Mosque"", ""Nursery"", ""Commercial Area""]",,,,,,,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Wadi-Degla-Development-Neopolis-Neo-Gardens.pdf""]",[],"[""https://wadidegladevelopments.com/projects/neo-gardens/"", ""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Wadi-Degla-Development-Neopolis-Neo-Gardens.pdf""]","[""raw/screens/neo_gardens_top_1771729801748.png""]",2026-02-25,0.35,"[""Name referenced in official WDD brochure filename (Neopolis-Neo-Gardens.pdf)."", ""URL https://wadidegladevelopments.com/projects/neopolis/ redirects to Neo Gardens."", ""Treated as alternate/master name for Mostakbal City cluster; no standalone page found in this run."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
mada,Mada,,,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,,,Sales Team will assist you,Sales Team will assist you,,Sales Team will assist you,,Sales Team will assist you,[],,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,Sales Team will assist you,,,[],[],,,,,,,[],[],"[""https://wadidegladevelopments.com/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/index/projects_full_page_1771723527631.png""]",2026-02-25,0.30,"[""Name referenced in official WDD form/PDF; no dedicated page discovered."", ""https://wadidegladevelopments.com/projects/mada/ returns 404."", ""Not found on projects index in this run."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
camuse,CAMUSE,,,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,,,Sales Team will assist you,Sales Team will assist you,,Sales Team will assist you,,Sales Team will assist you,[],,,,,,,,,on_request,,Prices available upon request from Wadi Degla Developments. Call 19917 or visit official project page.,,,,,,Sales Team will assist you,,,[],[],,,,,,,[],[],"[""https://wadidegladevelopments.com/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/index/projects_full_page_1771723527631.png""]",2026-02-25,0.30,"[""Name referenced in official WDD form/PDF; no dedicated page discovered."", ""https://wadidegladevelopments.com/projects/camuse/ returns 404."", ""Not found on projects index or site search in this run."", ""Some project details are not publicly disclosed by WDD; Sales Team will assist you.""]",[],[],[]
